ORCID,pub_date,DOI,already_oa,issn,source,publisher,policy_uri,submitted_oa_policy,accepted_oa_policy,published_oa_policy
https://orcid.org/0000-0002-6352-8289,2025-06-26,https://doi.org/10.1080/02614367.2025.2522419,no,0261-4367,Leisure Studies,Routledge,https://v2.sherpa.ac.uk/id/publication/25738,None,52:fee_no:Published source must be acknowledged with citation Must link to publisher version Set statements to accompany deposits (see policy);,None
,2025-06-27,https://doi.org/10.1111/jpim.12795,yes,0737-6782,Journal of Product Innovation Management,Wiley,https://v2.sherpa.ac.uk/id/publication/15932,11212:fee_no:May not be updated with Publisher's Version/PDF Must acknowledge acceptance for publication Publisher source must be acknowledged with citation Must link to publisher version with set statement (see policy);,11213:fee_no:Publisher source must be acknowledged with citation Must link to publisher version with set statement (see policy);,None
https://orcid.org/0000-0002-3913-9961,2025-06-24,https://doi.org/10.1093/geronb/gbaf111,no,1079-5014,The Journals of Gerontology Series B,Oxford University Press,https://v2.sherpa.ac.uk/id/publication/12758,None,39:fee_no:Publisher source must be acknowledged with citation Must link to publisher version with DOI Set phrase to accompany archived copy;,None
https://orcid.org/0009-0009-6337-4847,2025-07-02,https://doi.org/10.1038/s41598-025-07607-0,yes,2045-2322,Scientific Reports,Nature Portfolio,https://v2.sherpa.ac.uk/id/publication/24229,None,None,None
https://orcid.org/0009-0006-7023-3856,2025-07-01,https://doi.org/10.1113/ep092583,yes,0958-0670,Experimental Physiology,Wiley,https://v2.sherpa.ac.uk/id/publication/6867,8051:fee_no:Publisher source must be acknowledged with citation Must link to published article with DOI;,None,None
,2025-07-01,https://doi.org/10.1016/j.apergo.2025.104587,yes,0003-6870,Applied Ergonomics,Elsevier BV,https://v2.sherpa.ac.uk/id/publication/12437,None,11157:fee_no:Must link to publisher version with DOI;11161:fee_no:Must link to published article with DOI Publisher source must be acknowledged with citation;,11159:fee_yes:Published source must be acknowledged with citation;11160:fee_yes:no conditions;
https://orcid.org/0000-0002-4560-8728,2025-05-01,https://doi.org/10.1152/physiol.2025.40.s1.1308,no,1548-9221,Physiology,American Physiological Society,https://v2.sherpa.ac.uk/id/publication/7401,None,833:fee_no:Must link to publisher version with DOI;,None
https://orcid.org/0000-0002-6188-4829,2025-05-01,https://doi.org/10.1152/physiol.2025.40.s1.0191,no,1548-9221,Physiology,American Physiological Society,https://v2.sherpa.ac.uk/id/publication/7401,None,833:fee_no:Must link to publisher version with DOI;,None
,2025-05-01,https://doi.org/10.1152/physiol.2025.40.s1.0136,no,1548-9221,Physiology,American Physiological Society,https://v2.sherpa.ac.uk/id/publication/7401,None,833:fee_no:Must link to publisher version with DOI;,None
https://orcid.org/0000-0002-4779-6734,2025-07-01,https://doi.org/10.1093/sleep/zsaf179,no,0161-8105,SLEEP,Oxford University Press,https://v2.sherpa.ac.uk/id/publication/10336,None,39:fee_no:Publisher source must be acknowledged with citation Must link to publisher version with DOI Set phrase to accompany archived copy;,None
https://orcid.org/0000-0003-4906-0090,2025-07-02,https://doi.org/10.3390/w17131988,yes,2073-4441,Water,Multidisciplinary Digital Publishing Institute,https://v2.sherpa.ac.uk/id/publication/17529,None,None,None
https://orcid.org/0000-0002-9536-8515,2025-07-02,https://doi.org/10.1177/09075682251355401,no,0907-5682,Childhood,SAGE Publishing,https://v2.sherpa.ac.uk/id/publication/6452,None,None,None
https://orcid.org/0000-0003-4793-7899,2025-07-02,https://doi.org/10.1126/sciadv.adr8793,yes,2375-2548,Science Advances,American Association for the Advancement of Science,https://v2.sherpa.ac.uk/id/publication/29739,None,None,None
https://orcid.org/0000-0001-9065-6975,2025-07-03,https://doi.org/10.1186/s12913-025-12975-4,yes,1472-6963,BMC Health Services Research,BioMed Central,https://v2.sherpa.ac.uk/id/publication/2430,None,None,None
,2025-07-03,https://doi.org/10.1002/cctc.202500606,yes,1867-3880,ChemCatChem,Wiley,https://v2.sherpa.ac.uk/id/publication/1460,11204:fee_no:Must acknowledge acceptance for publication May not be updated with Publisher's Version/PDF Publisher source must be acknowledged with citation Must link to publisher version with set statement (see policy);,None,None
https://orcid.org/0000-0002-4214-8543,2025-07-03,https://doi.org/10.1007/s00421-025-05877-0,no,1439-6319,European Journal of Applied Physiology,Springer Science+Business Media,https://v2.sherpa.ac.uk/id/publication/28234,None,None,None
https://orcid.org/0000-0001-5678-7234,2025-07-04,https://doi.org/10.1186/s12891-025-08747-0,yes,1471-2474,BMC Musculoskeletal Disorders,BioMed Central,https://v2.sherpa.ac.uk/id/publication/2445,None,None,None
https://orcid.org/0000-0002-6614-2007,2025-01-01,https://doi.org/10.1123/jsep.2024-0197,no,0895-2779,Journal of Sport and Exercise Psychology,Human Kinetics,https://v2.sherpa.ac.uk/id/publication/12253,None,3849:fee_no:Publisher copyright and source must be acknowledged Must link to publisher version with DOI Set statement to accompany deposit (see policy);,None
https://orcid.org/0000-0002-8427-3959,2025-07-05,https://doi.org/10.1186/s12984-025-01684-y,yes,1743-0003,Journal of NeuroEngineering and Rehabilitation,BioMed Central,https://v2.sherpa.ac.uk/id/publication/2624,None,None,None
https://orcid.org/0000-0001-5038-8355,2025-06-01,https://doi.org/10.2478/host-2025-0008,yes,1646-7752,HoST - Journal of History of Science and Technology,De Gruyter,https://v2.sherpa.ac.uk/id/publication/43584,None,None,None
https://orcid.org/0000-0001-9889-5313,2025-07-01,https://doi.org/10.1029/2023je008184,yes,2169-9097,Journal of Geophysical Research Planets,Wiley,https://v2.sherpa.ac.uk/id/publication/11077,"1013:fee_no:Set statement to accompany deposit (see policy) Upon publication, published source must be acknowledged with citation Upon publication, must link to published article with DOI;",None,9708:fee_no:Published source must be acknowledged with citation Copyright must be acknowledged Must link to published article with DOI;
https://orcid.org/0000-0002-2777-1900,2025-07-09,https://doi.org/10.3389/fpubh.2025.1546409,yes,2296-2565,Frontiers in Public Health,Frontiers Media,https://v2.sherpa.ac.uk/id/publication/26087,None,None,None
https://orcid.org/0000-0002-4354-1195,2025-07-10,https://doi.org/10.1371/journal.pntd.0013295,yes,1935-2727,PLoS neglected tropical diseases,Public Library of Science,https://v2.sherpa.ac.uk/id/publication/17598,None,None,None
https://orcid.org/0000-0003-2357-0535,2025-07-10,https://doi.org/10.1186/s40337-025-01332-9,yes,2050-2974,Journal of Eating Disorders,BioMed Central,None,None,None,None
https://orcid.org/0000-0002-2580-5361,2025-07-12,https://doi.org/10.1080/13511610.2025.2527104,yes,1351-1610,Innovation The European Journal of Social Science Research,Taylor & Francis,https://v2.sherpa.ac.uk/id/publication/5351,None,52:fee_no:Published source must be acknowledged with citation Must link to publisher version Set statements to accompany deposits (see policy);,None
,2025-07-13,https://doi.org/10.1093/jme/tjaf096,yes,0022-2585,Journal of Medical Entomology,Oxford University Press,https://v2.sherpa.ac.uk/id/publication/14683,None,39:fee_no:Publisher source must be acknowledged with citation Must link to publisher version with DOI Set phrase to accompany archived copy;,None
https://orcid.org/0000-0001-7289-2675,2025-07-14,https://doi.org/10.1111/pce.70057,no,0140-7791,Plant Cell & Environment,Wiley,https://v2.sherpa.ac.uk/id/publication/7155,11204:fee_no:Must acknowledge acceptance for publication May not be updated with Publisher's Version/PDF Publisher source must be acknowledged with citation Must link to publisher version with set statement (see policy);,None,None
https://orcid.org/0000-0001-8188-9769,2025-07-14,https://doi.org/10.1038/s41467-025-60026-7,yes,2041-1723,Nature Communications,Nature Portfolio,https://v2.sherpa.ac.uk/id/publication/24265,None,None,None
,2025-01-01,https://doi.org/10.1123/jsep.2025-0170,no,0895-2779,Journal of Sport and Exercise Psychology,Human Kinetics,https://v2.sherpa.ac.uk/id/publication/12253,None,3849:fee_no:Publisher copyright and source must be acknowledged Must link to publisher version with DOI Set statement to accompany deposit (see policy);,None
https://orcid.org/0000-0002-1069-7580,2025-07-14,https://doi.org/10.1038/s41598-025-09356-6,yes,2045-2322,Scientific Reports,Nature Portfolio,https://v2.sherpa.ac.uk/id/publication/24229,None,None,None
,2025-07-15,https://doi.org/10.1007/s00421-025-05899-8,no,1439-6319,European Journal of Applied Physiology,Springer Science+Business Media,https://v2.sherpa.ac.uk/id/publication/28234,None,None,None
https://orcid.org/0000-0001-9249-018X,2025-07-15,https://doi.org/10.1016/j.bodyim.2025.101942,no,1740-1445,Body Image,Elsevier BV,https://v2.sherpa.ac.uk/id/publication/16033,None,11179:fee_no:Must link to publisher version with DOI;11183:fee_no:Must link to publisher version with DOI;,11181:fee_yes:Published source must be acknowledged with citation;11182:fee_yes:Published source must be acknowledged with citation;
https://orcid.org/0009-0000-9566-8553,2025-07-15,https://doi.org/10.1093/sleep/zsaf198,no,0161-8105,SLEEP,Oxford University Press,https://v2.sherpa.ac.uk/id/publication/10336,None,39:fee_no:Publisher source must be acknowledged with citation Must link to publisher version with DOI Set phrase to accompany archived copy;,None
,2025-07-15,https://doi.org/10.1167/jov.25.9.2204,yes,1534-7362,Journal of Vision,Association for Research in Vision and Ophthalmology,https://v2.sherpa.ac.uk/id/publication/17884,None,None,None
https://orcid.org/0000-0003-1487-9629,2025-07-16,https://doi.org/10.3390/agriculture15141532,yes,2077-0472,Agriculture,Multidisciplinary Digital Publishing Institute,https://v2.sherpa.ac.uk/id/publication/22259,None,None,None
https://orcid.org/0000-0003-3409-5979,2025-07-16,https://doi.org/10.1080/15374416.2025.2521843,no,1537-4416,Journal of Clinical Child & Adolescent Psychology,Taylor & Francis,https://v2.sherpa.ac.uk/id/publication/5532,None,None,None
https://orcid.org/0000-0002-3913-9961,2025-07-17,https://doi.org/10.1080/13607863.2025.2532666,no,1360-7863,Aging & Mental Health,Routledge,https://v2.sherpa.ac.uk/id/publication/4914,None,None,None
https://orcid.org/0000-0002-4214-8543,2025-07-19,https://doi.org/10.1007/s00421-025-05893-0,no,1439-6319,European Journal of Applied Physiology,Springer Science+Business Media,https://v2.sherpa.ac.uk/id/publication/28234,None,None,None
https://orcid.org/0000-0002-0431-2787,2025-07-01,https://doi.org/10.1136/bmjph-2024-001965,yes,2753-4294,BMJ Public Health,BMJ,https://v2.sherpa.ac.uk/id/publication/44141,None,None,None
,2025-07-17,https://doi.org/10.1038/s41535-025-00805-z,yes,2397-4648,npj Quantum Materials,Nature Portfolio,https://v2.sherpa.ac.uk/id/publication/35379,None,None,None
,2025-07-22,https://doi.org/10.1002/mar.70009,yes,0742-6046,Psychology and Marketing,Wiley,https://v2.sherpa.ac.uk/id/publication/15234,11212:fee_no:May not be updated with Publisher's Version/PDF Must acknowledge acceptance for publication Publisher source must be acknowledged with citation Must link to publisher version with set statement (see policy);,11213:fee_no:Publisher source must be acknowledged with citation Must link to publisher version with set statement (see policy);,None
https://orcid.org/0000-0003-1350-3785,2025-07-23,https://doi.org/10.1177/10126902251357604,no,1012-6902,International Review for the Sociology of Sport,SAGE Publishing,https://v2.sherpa.ac.uk/id/publication/9221,None,None,None
https://orcid.org/0000-0002-4989-5058,2025-07-24,https://doi.org/10.1001/jamanetworkopen.2025.23050,yes,2574-3805,JAMA Network Open,American Medical Association,https://v2.sherpa.ac.uk/id/publication/35490,None,None,None
,2025-07-27,https://doi.org/10.1007/s11657-025-01589-2,yes,1862-3522,Archives of Osteoporosis,Springer Science+Business Media,https://v2.sherpa.ac.uk/id/publication/11812,None,11275:fee_no:Published source must be acknowledged with citation Must link to publisher version with DOI Post-prints are subject to Springer Nature re-use terms Set statement to accompany deposit (see policy);,None
https://orcid.org/0000-0002-0530-1860,2025-07-27,https://doi.org/10.1177/21674795251363839,no,2167-4795,Communication & Sport,SAGE Publishing,https://v2.sherpa.ac.uk/id/publication/24713,None,None,None
,2025-07-28,https://doi.org/10.1080/0145935x.2025.2534808,no,0145-935X,Child & Youth Services,Taylor & Francis,https://v2.sherpa.ac.uk/id/publication/5038,None,None,None
https://orcid.org/0000-0001-6670-3030,2025-07-28,https://doi.org/10.1152/jn.00296.2025,no,0022-3077,Journal of Neurophysiology,American Physiological Society,https://v2.sherpa.ac.uk/id/publication/32002,None,None,None
,2025-07-29,https://doi.org/10.3389/fepid.2025.1605058,yes,2674-1199,Frontiers in Epidemiology,Frontiers Media,https://v2.sherpa.ac.uk/id/publication/40454,None,None,None
,2025-07-01,https://doi.org/10.1016/j.nlm.2025.108079,yes,1074-7427,Neurobiology of Learning and Memory,Elsevier BV,https://v2.sherpa.ac.uk/id/publication/12877,None,None,10952:fee_yes:Published source must be acknowledged with citation;10953:fee_yes:Published source must be acknowledged with citation;
https://orcid.org/0000-0002-7256-1152,2025-07-31,https://doi.org/10.1080/02508281.2025.2525178,no,0250-8281,Tourism Recreation Research,Taylor & Francis,https://v2.sherpa.ac.uk/id/publication/30724,None,52:fee_no:Published source must be acknowledged with citation Must link to publisher version Set statements to accompany deposits (see policy);,None
https://orcid.org/0000-0003-0925-611X,2025-08-03,https://doi.org/10.1080/15248372.2025.2541727,no,1524-8372,Journal of Cognition and Development,Taylor & Francis,https://v2.sherpa.ac.uk/id/publication/1213,None,None,None
https://orcid.org/0000-0001-5446-3025,2025-08-05,https://doi.org/10.2110/jsr.2025.008,yes,1527-1404,Journal of Sedimentary Research,Society for Sedimentary Geology,https://v2.sherpa.ac.uk/id/publication/14296,None,"622:fee_no:Must link to the relevant article abstract at www.sepmonline.org Set statement to accompany deposit, Accepted for publication in [name of publication] as of [date]” Published source must be acknowledged with citation;8345:fee_no:Copyright must be acknowledged;",None
https://orcid.org/0000-0002-7256-1152,2025-08-05,https://doi.org/10.3390/wild2030031,yes,3042-4526,Wild,Multidisciplinary Digital Publishing Institute,https://v2.sherpa.ac.uk/id/publication/45329,None,None,None
https://orcid.org/0000-0001-5104-4968,2025-08-05,https://doi.org/10.1108/bfj-07-2024-0729,no,0007-070X,British Food Journal,Emerald Publishing Limited,https://v2.sherpa.ac.uk/id/publication/1289,53:fee_no:Academic Social Networks / Scholarly Collaboration Networks that have signed up to the Voluntary STM Sharing Principles Must not have its copyright assigned to pre-print server Must be updated with set statement once accepted Must inform editor of pre-print deposit Must link to publisher version with DOI when available Published source must be acknowledged with citation when available;,54:fee_no:Academic Social Network/ Scholarly Collaboration Networks that have signed up to the Voluntary STM Sharing Principles Deposit may occur upon publication Must link to publisher version with DOI Published source must be acknowledged with citation;,None
https://orcid.org/0000-0002-9390-314X,2025-08-05,https://doi.org/10.1002/jad.70032,yes,0140-1971,Journal of Adolescence,Wiley,https://v2.sherpa.ac.uk/id/publication/13752,11219:fee_no:May not be updated with Publisher's Version/PDF Must acknowledge acceptance for publication Publisher source must be acknowledged with citation Must link to publisher version with set statement (see policy);,11220:fee_no:Publisher source must be acknowledged with citation Must link to publisher version with set statement (see policy);11221:fee_no:Publisher source must be acknowledged with citation Must link to publisher version with set statement (see policy);,None
https://orcid.org/0000-0002-5130-8203,2025-08-06,https://doi.org/10.1038/s41598-025-14576-x,yes,2045-2322,Scientific Reports,Nature Portfolio,https://v2.sherpa.ac.uk/id/publication/24229,None,None,None
https://orcid.org/0000-0001-7257-4255,2025-08-06,https://doi.org/10.5465/amd.2024.0221,no,2168-1007,Academy of Management Discoveries,Academy of Management,error,error,error,error
https://orcid.org/0000-0002-0431-2787,2025-08-06,https://doi.org/10.1038/s41746-025-01785-x,yes,2398-6352,npj Digital Medicine,Nature Portfolio,https://v2.sherpa.ac.uk/id/publication/35377,None,None,None
,2025-08-01,https://doi.org/10.1002/alz.70442,yes,1552-5260,Alzheimer s & Dementia,Wiley,https://v2.sherpa.ac.uk/id/publication/10547,None,None,None
https://orcid.org/0000-0001-9583-4582,2025-07-17,https://doi.org/10.1080/1364436x.2025.2531048,no,1364-436X,International Journal of Children s Spirituality,Routledge,https://v2.sherpa.ac.uk/id/publication/5377,None,52:fee_no:Published source must be acknowledged with citation Must link to publisher version Set statements to accompany deposits (see policy);,None
,2025-07-01,https://doi.org/10.1177/21501319251356386,yes,2150-1319,Journal of Primary Care & Community Health,SAGE Publishing,https://v2.sherpa.ac.uk/id/publication/9329,None,None,None
https://orcid.org/0000-0003-0796-9204,2025-08-11,https://doi.org/10.1007/s00520-025-09829-4,no,0941-4355,Supportive Care in Cancer,Springer Science+Business Media,https://v2.sherpa.ac.uk/id/publication/8241,None,None,None
https://orcid.org/0000-0002-6188-4829,2025-08-11,https://doi.org/10.1152/japplphysiol.00309.2025,no,1522-1601,Journal of Applied Physiology,American Physiological Society,https://v2.sherpa.ac.uk/id/publication/23791,None,None,None
https://orcid.org/0000-0002-4018-2908,2025-08-12,https://doi.org/10.1177/01937235251364225,yes,0193-7235,Journal of Sport and Social Issues,SAGE Publishing,https://v2.sherpa.ac.uk/id/publication/9344,None,None,None
https://orcid.org/0009-0000-9566-8553,2025-08-15,https://doi.org/10.1111/jsr.70169,no,0962-1105,Journal of Sleep Research,Wiley,https://v2.sherpa.ac.uk/id/publication/6913,11219:fee_no:May not be updated with Publisher's Version/PDF Must acknowledge acceptance for publication Publisher source must be acknowledged with citation Must link to publisher version with set statement (see policy);,11220:fee_no:Publisher source must be acknowledged with citation Must link to publisher version with set statement (see policy);11221:fee_no:Publisher source must be acknowledged with citation Must link to publisher version with set statement (see policy);,None
https://orcid.org/0000-0001-7105-0185,2025-08-14,https://doi.org/10.1139/apnm-2025-0122,no,1715-5312,Applied Physiology Nutrition and Metabolism,NRC Research Press,https://v2.sherpa.ac.uk/id/publication/10122,8195:fee_no:no conditions;,3875:fee_no:Publisher copyright and source must be acknowledged Author's archived version must not be amended once its accepted for publication Must link to publisher version;,None
https://orcid.org/0000-0002-3882-000X,2025-08-12,https://doi.org/10.1139/cjz-2025-0045,no,0008-4301,Canadian Journal of Zoology,NRC Research Press,https://v2.sherpa.ac.uk/id/publication/10135,8195:fee_no:no conditions;,3875:fee_no:Publisher copyright and source must be acknowledged Author's archived version must not be amended once its accepted for publication Must link to publisher version;,None
https://orcid.org/0000-0002-6990-787X,2025-08-12,https://doi.org/10.3390/math13162579,yes,2227-7390,Mathematics,Multidisciplinary Digital Publishing Institute,https://v2.sherpa.ac.uk/id/publication/24812,None,None,None
https://orcid.org/0000-0003-4907-1937,2025-08-12,https://doi.org/10.1108/jfrc-03-2025-0070,no,1358-1988,Journal of Financial Regulation and Compliance,Emerald Publishing Limited,https://v2.sherpa.ac.uk/id/publication/2839,53:fee_no:Academic Social Networks / Scholarly Collaboration Networks that have signed up to the Voluntary STM Sharing Principles Must not have its copyright assigned to pre-print server Must be updated with set statement once accepted Must inform editor of pre-print deposit Must link to publisher version with DOI when available Published source must be acknowledged with citation when available;,54:fee_no:Academic Social Network/ Scholarly Collaboration Networks that have signed up to the Voluntary STM Sharing Principles Deposit may occur upon publication Must link to publisher version with DOI Published source must be acknowledged with citation;,None
,2025-01-01,https://doi.org/10.3102/ip.25.2193676,no,,Aera,,None,None,None,None
,2025-01-01,https://doi.org/10.3102/ip.25.2210960,no,,Aera,,None,None,None,None
https://orcid.org/0000-0002-6000-9029,2025-08-18,https://doi.org/10.1080/00918369.2025.2543840,no,0091-8369,Journal of Homosexuality,Taylor & Francis,https://v2.sherpa.ac.uk/id/publication/18959,None,None,None
https://orcid.org/0000-0002-3859-3257,2025-08-01,https://doi.org/10.1177/20551029251369584,yes,2055-1029,Health Psychology Open,SAGE Publishing,https://v2.sherpa.ac.uk/id/publication/32144,None,None,None
https://orcid.org/0000-0002-3873-8196,2025-08-19,https://doi.org/10.3329/jsr.v59i1.83684,yes,0256-422X,Journal of Statistical Research,,None,None,None,None
https://orcid.org/0000-0001-9537-1741,2025-08-19,https://doi.org/10.3390/encyclopedia5030126,yes,2673-8392,Encyclopedia,Multidisciplinary Digital Publishing Institute,https://v2.sherpa.ac.uk/id/publication/38190,None,None,None
https://orcid.org/0000-0002-6045-0164,2025-08-20,https://doi.org/10.1111/ecin.70013,yes,0095-2583,Economic Inquiry,Wiley,https://v2.sherpa.ac.uk/id/publication/3632,11204:fee_no:Must acknowledge acceptance for publication May not be updated with Publisher's Version/PDF Publisher source must be acknowledged with citation Must link to publisher version with set statement (see policy);,None,None
https://orcid.org/0000-0001-7217-3443,2025-08-20,https://doi.org/10.1017/s0954579425100527,yes,0954-5794,Development and Psychopathology,Cambridge University Press,https://v2.sherpa.ac.uk/id/publication/1553,None,None,None
https://orcid.org/0000-0002-2357-4782,2025-08-14,https://doi.org/10.19173/irrodl.v26i3.8647,yes,1492-3831,The International Review of Research in Open and Distributed Learning,Athabasca University Press,https://v2.sherpa.ac.uk/id/publication/12795,933:fee_no:Published source must be acknowledged with citation;,None,None
,2025-08-01,https://doi.org/10.1098/rsif.2025.0046,no,1742-5662,Journal of The Royal Society Interface,Royal Society,https://v2.sherpa.ac.uk/id/publication/11598,None,478:fee_no:Publisher source must be acknowledged with citation;,None
https://orcid.org/0000-0002-1365-8667,2025-08-21,https://doi.org/10.1080/00221325.2025.2546947,no,0022-1325,The Journal of Genetic Psychology,Taylor & Francis,https://v2.sherpa.ac.uk/id/publication/14062,None,None,None
https://orcid.org/0000-0002-1844-9733,2025-08-20,https://doi.org/10.1177/08445621251366583,yes,0844-5621,Canadian Journal of Nursing Research,SAGE Publishing,None,None,None,None
https://orcid.org/0000-0002-9757-2771,2025-01-01,https://doi.org/10.1093/tbm/ibaf041,no,1613-9860,Translational Behavioral Medicine,Oxford University Press,https://v2.sherpa.ac.uk/id/publication/34746,None,39:fee_no:Publisher source must be acknowledged with citation Must link to publisher version with DOI Set phrase to accompany archived copy;,None
https://orcid.org/0000-0002-7274-4645,2025-08-15,https://doi.org/10.1123/jsm.2025-0206,no,0888-4773,Journal of Sport Management,Human Kinetics,https://v2.sherpa.ac.uk/id/publication/12254,None,3849:fee_no:Publisher copyright and source must be acknowledged Must link to publisher version with DOI Set statement to accompany deposit (see policy);,None
https://orcid.org/0000-0002-0786-283X,2025-08-23,https://doi.org/10.1093/jaac/kpaf037,no,0021-8529,Journal of Aesthetics and Art Criticism,Oxford University Press,https://v2.sherpa.ac.uk/id/publication/41234,None,39:fee_no:Publisher source must be acknowledged with citation Must link to publisher version with DOI Set phrase to accompany archived copy;,None
https://orcid.org/0000-0002-0438-9047,2025-08-24,https://doi.org/10.20355/jcie29716,yes,1718-4770,Journal of Contemporary Issues in Education,University of Alberta,https://v2.sherpa.ac.uk/id/publication/40659,11082:fee_no:Published source must be acknowledged with citation Must link with DOI to published version;,None,None
https://orcid.org/0000-0002-6713-1828,2025-08-24,https://doi.org/10.1080/09500693.2025.2534044,no,0950-0693,International Journal of Science Education,Taylor & Francis,https://v2.sherpa.ac.uk/id/publication/5436,None,52:fee_no:Published source must be acknowledged with citation Must link to publisher version Set statements to accompany deposits (see policy);,None
https://orcid.org/0000-0002-6601-9332,2025-08-12,https://doi.org/10.3138/jmvfh-2024-0060,no,2368-7924,Journal of Military Veteran and Family Health,University of Toronto Press,https://v2.sherpa.ac.uk/id/publication/41883,None,354:fee_no:Must link to published article with DOI;8618:fee_no:Publisher copyright and source must be acknowledged;,None
https://orcid.org/0000-0002-5214-1943,2025-01-01,https://doi.org/10.1515/em-2024-0028,no,2161-962X,Epidemiologic Methods,De Gruyter,https://v2.sherpa.ac.uk/id/publication/22237,776:fee_no:no conditions;,None,None
https://orcid.org/0000-0002-3770-3071,2025-08-26,https://doi.org/10.1080/23322373.2025.2536381,yes,2332-2373,Africa Journal of Management,Taylor & Francis,https://v2.sherpa.ac.uk/id/publication/41995,None,52:fee_no:Published source must be acknowledged with citation Must link to publisher version Set statements to accompany deposits (see policy);,None
https://orcid.org/0000-0001-8751-7691,2025-08-25,https://doi.org/10.1080/02614367.2025.2549977,yes,0261-4367,Leisure Studies,Routledge,https://v2.sherpa.ac.uk/id/publication/25738,None,52:fee_no:Published source must be acknowledged with citation Must link to publisher version Set statements to accompany deposits (see policy);,None
https://orcid.org/0009-0009-6708-4580,2025-08-27,https://doi.org/10.1055/a-2681-5829,no,0039-7881,Synthesis,Thieme Medical Publishers (Germany),https://v2.sherpa.ac.uk/id/publication/10869,None,None,None
https://orcid.org/0000-0002-5214-1943,2025-08-27,https://doi.org/10.1007/s11121-025-01837-4,no,1389-4986,Prevention Science,Springer Science+Business Media,https://v2.sherpa.ac.uk/id/publication/17447,None,11275:fee_no:Published source must be acknowledged with citation Must link to publisher version with DOI Post-prints are subject to Springer Nature re-use terms Set statement to accompany deposit (see policy);,None
https://orcid.org/0000-0003-1602-064X,2025-08-26,https://doi.org/10.1002/bse.70156,yes,0964-4733,Business Strategy and the Environment,Wiley,https://v2.sherpa.ac.uk/id/publication/3713,11212:fee_no:May not be updated with Publisher's Version/PDF Must acknowledge acceptance for publication Publisher source must be acknowledged with citation Must link to publisher version with set statement (see policy);,11213:fee_no:Publisher source must be acknowledged with citation Must link to publisher version with set statement (see policy);,None
,2025-08-27,https://doi.org/10.1212/wnl.0000000000213995,no,0028-3878,Neurology,Lippincott Williams & Wilkins,https://v2.sherpa.ac.uk/id/publication/8876,None,3717:fee_no:no conditions;,None
https://orcid.org/0000-0002-5214-1943,2025-08-28,https://doi.org/10.1037/dev0002065,no,0012-1649,Developmental Psychology,American Psychological Association,https://v2.sherpa.ac.uk/id/publication/3453,None,195:fee_no:After acceptance Publisher copyright and source must be acknowledged Must link to publisher version with DOI Set statement must accompany deposit;,None
https://orcid.org/0000-0001-5377-2969,2025-08-28,https://doi.org/10.1113/jp288912,no,0022-3751,The Journal of Physiology,Wiley,https://v2.sherpa.ac.uk/id/publication/6978,11204:fee_no:Must acknowledge acceptance for publication May not be updated with Publisher's Version/PDF Publisher source must be acknowledged with citation Must link to publisher version with set statement (see policy);,None,None
https://orcid.org/0000-0001-9947-3358,2025-08-29,https://doi.org/10.1177/08862605251363627,yes,0886-2605,Journal of Interpersonal Violence,SAGE Publishing,https://v2.sherpa.ac.uk/id/publication/9304,None,None,None
,2025-09-01,https://doi.org/10.1177/08969205251370419,no,0896-9205,Critical Sociology,SAGE Publishing,https://v2.sherpa.ac.uk/id/publication/9096,None,None,None
,2025-08-09,https://doi.org/10.1093/bioadv/vbaf193,yes,2635-0041,Bioinformatics Advances,Oxford University Press,https://v2.sherpa.ac.uk/id/publication/41271,None,None,None
https://orcid.org/0000-0001-6005-1967,2025-09-01,https://doi.org/10.3389/fpsyg.2025.1454312,yes,1664-1078,Frontiers in Psychology,Frontiers Media,https://v2.sherpa.ac.uk/id/publication/22698,None,None,None
,2025-07-03,https://doi.org/10.1080/10509585.2025.2535803,no,1050-9585,European Romantic Review,Taylor & Francis,https://v2.sherpa.ac.uk/id/publication/5257,None,52:fee_no:Published source must be acknowledged with citation Must link to publisher version Set statements to accompany deposits (see policy);,None
https://orcid.org/0000-0003-2126-3160,2025-09-01,https://doi.org/10.1111/jora.70074,yes,1050-8392,Journal of Research on Adolescence,Wiley,https://v2.sherpa.ac.uk/id/publication/6912,11204:fee_no:Must acknowledge acceptance for publication May not be updated with Publisher's Version/PDF Publisher source must be acknowledged with citation Must link to publisher version with set statement (see policy);,None,None
https://orcid.org/0000-0001-6431-762X,2025-08-01,https://doi.org/10.1177/26323524251369121,yes,2632-3524,Palliative Care and Social Practice,SAGE Publishing,https://v2.sherpa.ac.uk/id/publication/36572,None,None,None
